SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActiviationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator
26022.1*A,AIRPORT,SHD,5/31/12,AEA,DCA,VA,VIRGINIA,AUGUSTA,VA,STAUNTON/WAYNESBORO/HARRISONBURG,SHENANDOAH VALLEY RGNL,PU,PU,SHENANDOAH VAL REG ARPT COMM,77 AVIATION CIR.,"WEYERS CAVE, VA 24486",    540-234-8304,GREGORY W. CAMPBELL,77 AVIATION CIR.,"WEYERS CAVE, VA 24486",    540-234-8304,38-15-49.8000N,137749.8000N,078-53-47.2000W,284027.2000W,E,1201,S,09W,2010,,WASHINGTON,10,NE,433,ZDC,ZCW,WASHINGTON,,,,N,DCA,LEESBURG,1-703-723-4588,1-800-WX-BRIEF,,,,SHD,Y,8/1/58,O,I B S 05/1973,NGYH,NO OBJECTION,N,N,N,Y,F,F,2232012,6251981,100LLA,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,N,123,123,N,CG,N,,53,19,8,2,,,2,0,,2494,7173,10248,303,12/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AGRI,CARGO,INSTR,RNTL",Y-L
55027.*A,AIRPORT,STT,5/31/12,ASO,ORL,VI,VIRGIN ISLANDS,-VIRGIN ISLANDS-,VI,CHARLOTTE AMALIE,CYRIL E KING,PU,PU,V I PORT AUTHORITY,"8074 LINDBERGH BAY, P.O. BOX 301707","ST THOMAS, VI 00803",    340-774-1629,MR. JOSE NAZARIO,"CYRIL E. KING AIRPORT, #70 LINDBERGH BAY","ST THOMAS, VI 00802",    340-774-5100,18-20-14.3000N,066014.3000N,064-58-24.1000W,233904.1000W,E,23,S,13W,2000,,PUERTO RICO-VIRGIN ISLANDS,2,W,280,ZSU,ZSU,SAN JUAN,,,,N,SJU,SAN JUAN,,1-800-WX-BRIEF,,,,TIST,Y,9/1/48,O,I C S 05/1973,NGPY,NO OBJECTION,N,Y,N,Y,F,F,3032011,,100LLA,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,118.8,Y,CG,Y,,31,48,,4,,,1,10782,,39972,5323,19480,850,2/28/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,CARGO,CHTR,INSTR",Y-L
55030.*A,AIRPORT,STX,5/31/12,ASO,ORL,VI,VIRGIN ISLANDS,-VIRGIN ISLANDS-,VI,CHRISTIANSTED,HENRY E ROHLSEN,PU,PU,VI PORT AUTHORITY,"8074 LINDBERGH BAY, P.O. BOX 301707","ST THOMAS, VI 00803",  (340) 774-1629,MR. DAVID MAPP,"P.O. BOX 1134, CHRISTIANSTED","ST CROIX, VI 00821",    340-778-1012,17-42-05.6010N,063725.6010N,064-48-06.1990W,233286.1990W,E,74,E,13W,2000,,PUERTO RICO-VIRGIN ISLANDS,6,SW,1455,ZSU,ZSU,SAN JUAN,,,,N,SJU,SAN JUAN,,1-800-WX-BRIEF,,,,TISX,Y,9/1/48,O,I C S 05/1973,NGPY,NO OBJECTION,N,Y,N,Y,F,F,4132010,,100LLA1+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,123,118.6,Y,CG,Y,,12,17,5,1,,2,,1204,,9234,2923,1342,185,12/31/09,AVN,00:00.0,AVN,00:00.0,,HGR,AVNCS,Y-L
25385.*A,AIRPORT,BTV,5/31/12,ANE,NONE,VT,VERMONT,CHITTENDEN,VT,BURLINGTON,BURLINGTON INTL,PU,PU,CITY OF BURLINGTON,CITY HALL,"BURLINGTON, VT 05401",    802-865-7272,ROBERT MCEWING,1200 ARPT DR NO 1,"SOUTH BURLINGTON, VT 05403",    802-863-2874,44-28-18.7000N,160098.7000N,073-09-11.8000W,263351.8000W,E,335,S,15W,2005,,MONTREAL,3,E,942,ZBW,ZCB,BOSTON,,,,N,BTV,BURLINGTON,,1-800-WX-BRIEF,,,,BTV,Y,9/1/37,O,I B S 05/1973,NGY3P,CONDITIONAL,Y,N,,,F,F,7162011,,100LLA,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,122.95,118.3,N,CG,Y,,50,4,4,1,,28,,11362,,17725,18949,18096,4360,5/31/11,NGS,,,,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL",Y-L
25526.*A,AIRPORT,RUT,5/31/12,ANE,NONE,VT,VERMONT,RUTLAND,VT,RUTLAND,RUTLAND - SOUTHERN VERMONT RGNL,PU,PU,STATE OF VERMONT,"VT AGENCY OF TRANS., OPS DIVISION, ONE NATIONAL LIFE DRIVE","MONTPELIER, VT 05633-5001",    802-828-2833,DAVE CARMAN,"1002 AIRPORT RD, TERMINAL BLDG","NORTH CLARENDON, VT 05759",    802-786-8881,43-31-47.7000N,156707.7000N,072-56-58.7000W,262618.7000W,E,787,S,15W,1995,1000,NEW YORK,5,S,345,ZBW,ZCB,BOSTON,,,,N,BTV,BURLINGTON,,1-800-WX-BRIEF,,,,RUT,Y,12/1/42,O,IV A U 11/2005,NGY3,NOT ANALYZED,N,N,N,Y,S,F,8042011,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,Y,,36,4,2,2,0,,1,0,,7100,13000,10670,1000,7/30/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL,SALES",Y-L
26109.*A,AIRPORT,BLI,5/31/12,ANM,SEA,WA,WASHINGTON,WHATCOM,WA,BELLINGHAM,BELLINGHAM INTL,PU,PU,PORT OF BELLINGHAM,1801 ROEDER AVE,"BELLINGHAM, WA 98227",    360-676-2500,DANIEL ZENK,4255 MITCHELL WAY STE 206,"BELLINGHAM, WA 98226",    360-671-5674,48-47-33.7000N,175653.7000N,122-32-15.1000W,441135.1000W,E,170,S,20E,1995,1030,SEATTLE,3,NW,2190,ZSE,ZCS,SEATTLE,ZVR,ZVR,VANCOUVER,,SEA,SEATTLE,,1-800-WX-BRIEF,,,,BLI,Y,11/1/38,O,I C S 11/1974,NGPRY3,NOT ANALYZED,Y,N,N,Y,F,F,11092011,,100LLA,NONE,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,Y,122.95,124.9,Y,CG,Y,,181,7,5,7,,,,8441,,11451,19630,28427,1311,12/31/12,NGS,00:00.0,NGS,00:00.0,,TIE,"AFRT,AGRI,AMB,AVNCS,CARGO,CHTR,INSTR",Y-L
26210.*A,AIRPORT,PAE,5/31/12,ANM,SEA,WA,WASHINGTON,SNOHOMISH,WA,EVERETT,SNOHOMISH COUNTY (PAINE FLD),PU,PU,SNOHOMISH COUNTY,3000 ROCKEFELLER AVE.,"EVERETT, WA 98201",    425-388-3411,DAVID T WAGGONER,3220 100TH ST SW,"EVERETT, WA 98204",    425-388-5125,47-54-25.1545N,172465.1545N,122-16-53.6594W,440213.6594W,E,606,S,20E,1990,,SEATTLE,6,SW,1315,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,PAE,Y,11/1/38,O,IV A U 11/1974,NGPY,NOT ANALYZED,N,Y,N,Y,F,F,11102011,,100LLA,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,122.95,132.95,N,CG,,,404,37,12,14,1,,,3186,,2511,52044,55015,761,1/1/12,FAA-EST,00:00.0,,,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
26307.*A,AIRPORT,MWH,5/31/12,ANM,SEA,WA,WASHINGTON,GRANT,WA,MOSES LAKE,GRANT CO INTL,PU,PU,PORT OF MOSES LAKE,7810 ANDREWS STREET NE,"MOSES LAKE, WA 98837",    509-762-5363,CRAIG L. BALDWIN,7810 ANDREWS STREET NE,"MOSES LAKE, WA 98837-3204",    509-762-5363,47-12-30.9000N,169950.9000N,119-19-08.9000W,429548.9000W,E,1189,S,18E,1995,,SEATTLE,5,NW,4650,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,MWH,Y,,O,IV A U 12/1974,NGPY,NO OBJECTION,N,N,N,Y,F,F,2092011,,100LLA1+,MAJOR,MAJOR,NONE,HIGH,SEE RMK,SS-SR,Y,122.95,118.25,Y,CG,N,,29,5,3,0,,,,6190,,2366,3193,12161,30560,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CARGO,CHTR,RNTL",Y-L
26345.*A,AIRPORT,PSC,5/31/12,ANM,SEA,WA,WASHINGTON,FRANKLIN,WA,PASCO,TRI-CITIES,PU,PU,PORT OF PASCO,3601 N 20TH AVE,"PASCO, WA 99301",    509-547-6352,RON FORAKER,3601 N 20TH AVE,"PASCO, WA 99301",    509-547-6352,46-15-52.9000N,166552.9000N,119-07-08.5000W,428828.5000W,E,410,S,16E,2010,1000,SEATTLE,2,NW,2235,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,PSC,Y,11/1/37,O,I B S 05/1973,NGPY,NOT ANALYZED,N,N,N,Y,F,F,2152012,,100LLA1+,MAJOR,MAJOR,NONE,LOW,SEE RMK,SS-SR,Y,122.95,135.3,Y,CG,N,,83,24,12,4,,,,6417,,6676,20144,16454,3974,1/1/12,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L
26372.*A,AIRPORT,PUW,5/31/12,ANM,SEA,WA,WASHINGTON,WHITMAN,WA,"PULLMAN/MOSCOW,ID",PULLMAN/MOSCOW RGNL,PU,PU,PULLMAN MOSCOW RGL ARPT BOARD,3200 AIRPORT COMPLEX N,"PULLMAN, WA 99163",    509-338-3223,ANTHONY BEAN,3200 AIRPORT COMPLEX N,"PULLMAN, WA 99163",    509-338-3223,46-44-37.9000N,168277.9000N,117-06-34.5000W,421594.5000W,E,2556,S,19E,1985,,SEATTLE,3,NE,467,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,PUW,Y,2/1/38,O,I A S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,1272012,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,Y,,60,7,3,,1,,,0,,4270,12000,13000,80,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"AFRT,AGRI,CHTR,INSTR,RNTL",Y-L
26396.*A,AIRPORT,BFI,5/31/12,ANM,SEA,WA,WASHINGTON,KING,WA,SEATTLE,BOEING FIELD/KING COUNTY INTL,PU,PU,KING COUNTY,516 THIRD AVE,"SEATTLE, WA 98104",    206-296-4040,ROBERT I. BURKE AAE,7277 PERIMETER ROAD SOUTH,"SEATTLE, WA 98108-3844",    206-296-7380,47-31-48.0000N,171108.0000N,122-18-07.1000W,440287.1000W,E,21,S,20E,1990,,SEATTLE,4,S,634,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,BFI,Y,11/1/38,O,II A S 01/1974,NGPY3,NOT ANALYZED,Y,N,N,Y,F,F,2162011,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,,N,CG,Y,,237,79,76,32,1,2,0,11720,,59225,54010,101724,551,12/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L
26395.*A,AIRPORT,SEA,5/31/12,ANM,SEA,WA,WASHINGTON,KING,WA,SEATTLE,SEATTLE-TACOMA INTL,PU,PU,PORT OF SEATTLE,BOX 1209,"SEATTLE, WA 98111",    206-787-3000,MARK REIS,BOX 68727,"SEATTLE, WA 98168",    206-787-4682,47-26-59.6000N,170819.6000N,122-18-42.4000W,440322.4000W,E,433,S,17E,2010,,SEATTLE,10,S,2500,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1/1/44,O,I E S 05/1973,NGY3,NOT ANALYZED,N,Y,N,Y,F,F,1302012,,100LLA    A1,NONE,NONE,NONE,NONE,SS-SR,SS-SR,Y,122.95,,N,CG,Y,,0,0,2,0,,,,295763,,15327,3708,0,149,12/31/11,NGS,00:00.0,NGS,00:00.0,,TIE,"AFRT,CARGO,CHTR",Y-L
26416.*A,AIRPORT,GEG,5/31/12,ANM,SEA,WA,WASHINGTON,SPOKANE,WA,SPOKANE,SPOKANE INTL,PU,PU,SPOKANE COUNTY-CITY,ARPT BOARD BOX 19186,"SPOKANE, WA 99219",    509-455-6455,LAWRENCE J KRAUTER,"9000 W AIRPORT DR., SUITE 204","SPOKANE, WA 99224",    509-455-6419,47-37-08.5000N,171428.5000N,117-32-06.8000W,423126.8000W,E,2385,S,18E,2000,,SEATTLE,5,SW,4753,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,GEG,Y,8/1/43,O,I B S 05/1973,NGPY,NOT ANALYZED,Y,N,Y,Y,F,F,1122012,,100  100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,,SS-SR,Y,122.95,,N,CG,N,,43,18,5,1,,,,37430,,13568,10837,14121,1618,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,INSTR,RNTL,SALES",Y-L
26450.*A,AIRPORT,ALW,5/31/12,ANM,SEA,WA,WASHINGTON,WALLA WALLA,WA,WALLA WALLA,WALLA WALLA RGNL,PU,PU,PORT OF WALLA WALLA,310 A STREET,"WALLA WALLA, WA 99362",    509-525-3100,JENNIFER SKOGLUND,"310 A STREET, 310 A STREET","WALLA WALLA, WA 99362",    509-525-3100,46-05-41.2000N,165941.2000N,118-17-20.4000W,425840.4000W,E,1194,S,20E,1980,,SEATTLE,3,NE,2319,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,ALW,Y,10/1/37,O,I A S 05/1973,NGP3,NOT ANALYZED,N,N,N,Y,F,F,1272009,,100LLA,MAJOR,MAJOR,,LOW,SEE RMK,SS-SR,Y,,118.5,N,CG,N,,100,20,3,1,1,,2,1008,,909,15993,11623,89,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"AFRT,AGRI,CHTR,INSTR,RNTL,SALES",Y-L
26461.*A,AIRPORT,EAT,5/31/12,ANM,SEA,WA,WASHINGTON,DOUGLAS,WA,WENATCHEE,PANGBORN MEMORIAL,PU,PU,PORTS CHELAN&DOUGLAS CNTY,ONE PANGBORN DRIVE,"EAST WENATCHEE, WA 98802",    509-884-2494,RON RUSS,ONE PANGBORN DRIVE,"EAST WENATCHEE, WA 98802",    509-884-2494,47-23-53.1213N,170633.1213N,120-12-20.6547W,432740.6547W,E,1249,S,19E,1995,,SEATTLE,4,E,636,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,EAT,Y,8/1/42,O,I B S 05/1973,NGY3,NOT ANALYZED,N,N,N,Y,F,F,5182011,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,N,123,123,Y,CG,Y,,82,6,12,5,10,,2,2036,,4486,24878,9140,100,12/31/11,FAA-EST,00:00.0,NGS,00:00.0,,TIE,"AFRT,AGRI,AMB,CHTR,GLD,INSTR,RNTL,SALES,TOW",Y-L
26480.*A,AIRPORT,YKM,5/31/12,ANM,SEA,WA,WASHINGTON,YAKIMA,WA,YAKIMA,YAKIMA AIR TERMINAL/MCALLISTER FIELD,PU,PU,CITY AND COUNTY OF YAKIMA,2400 WEST WASHINGTON AVE,"YAKIMA, WA 98903",    509-575-6150,CARL LEE REMMEL,2400 WEST WASHINGTON AVE,"YAKIMA, WA 98903",    509-575-6149,46-34-05.4000N,167645.4000N,120-32-38.6000W,433958.6000W,E,1099,S,16E,2010,,SEATTLE,3,S,825,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,YKM,Y,11/1/37,O,I A S 05/1973,NGY3,NOT ANALYZED,,,N,Y,F,F,11222008,,100LLA,MAJOR,MAJOR,HIGH,HIGH,,SEE RMK,Y,122.95,133.25,Y,CG,N,,138,18,4,2,0,,,2037,,5149,18762,17570,2338,12/31/11,NGS,00:00.0,NGS,00:00.0,,TIE,"AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
27013.1*A,AIRPORT,ATW,5/31/12,AGL,MSP,WI,WISCONSIN,OUTAGAMIE,WI,APPLETON,OUTAGAMIE COUNTY RGNL,PU,PU,OUTAGAMIE COUNTY,W6390 CHALLENGER DR-SUITE 201,"APPLETON, WI 54915",    920-832-5267,MARTIN P. LENSS,W6390 CHALLENGER DR-SUITE 201,"APPLETON, WI 54914-9119",    920-832-5267,44-15-29.1000N,159329.1000N,088-31-08.7000W,318668.7000W,E,918,S,02W,1995,,GREEN BAY,3,W,1638,ZAU,ZCG,CHICAGO,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,ATW,Y,5/1/65,O,I B S 11/1974,NGY,NO OBJECTION,N,N,N,Y,F,F,7062010,,100LLA1+  MOGAS,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,119.6,N,CG,N,,52,13,4,,,,,2356,,13357,5188,20992,91,12/31/09,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
27170.*A,AIRPORT,EAU,5/31/12,AGL,MSP,WI,WISCONSIN,CHIPPEWA,WI,EAU CLAIRE,CHIPPEWA VALLEY RGNL,PU,PU,EAU CLAIRE COUNTY,721 OXFORD AVE,"EAU CLAIRE, WI 54701",    715-839-4900,CHARITY SPEICH,3800 STARR AVE,"EAU CLAIRE, WI 54703",    715-839-4900,44-51-56.8963N,161516.8963N,091-29-03.3186W,329343.3186W,E,913,S,01E,1995,1000,GREEN BAY,3,N,1100,ZMP,ZCP,MINNEAPOLIS,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,EAU,Y,11/1/44,O,I A S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,11292011,,100LLA,MAJOR,MAJOR,LOW,,SEE RMK,SS-SR,Y,122.95,118.575,Y,CG,N,,60,10,7,1,,,,52,,5295,6835,17220,815,12/31/10,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,CHTR,INSTR,RNTL,SALES",Y-L
27234.*A,AIRPORT,GRB,5/31/12,AGL,MSP,WI,WISCONSIN,BROWN,WI,GREEN BAY,AUSTIN STRAUBEL INTL,PU,PU,BROWN COUNTY,2077 AIRPORT DRIVE,"GREEN BAY, WI 54313-5596",    920-498-4800,THOMAS MILLER,2077 AIRPORT DRIVE,"GREEN BAY, WI 54313-5596",    920-498-4800,44-29-04.7000N,160144.7000N,088-07-47.0000W,317267.0000W,E,695,S,02W,1985,,GREEN BAY,7,SW,2441,ZMP,ZCP,MINNEAPOLIS,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,12/1/48,O,I C S 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,6152011,,100LLA,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,,118.7,N,CG,,,83,32,16,5,,,1,6873,,15224,33679,24793,3466,12/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE",,Y-L
27272.*A,AIRPORT,JVL,5/31/12,AGL,MSP,WI,WISCONSIN,ROCK,WI,JANESVILLE,SOUTHERN WISCONSIN RGNL,PU,PU,ROCK COUNTY,51 SOUTH MAIN ST,"JANESVILLE, WI 53545",    608-757-5768,RON BURDICK,4004 SOUTH OAKHILL,"JANESVILLE, WI 53545",    608-757-5768,42-37-12.9000N,153432.9000N,089-02-29.6000W,320549.6000W,E,807,S,02W,2005,1000,CHICAGO,3,SW,1343,ZAU,ZCG,CHICAGO,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,JVL,Y,4/1/46,O,IV A U 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,1202010,,100LLA,MAJOR,MAJOR,,,SEE RMK,SS-SR,Y,122.95,118.8,Y,CG,N,,50,8,8,3,,,,191,,2878,18238,26289,1608,12/31/09,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL",Y-L
27304.*A,AIRPORT,LSE,5/31/12,AGL,MSP,WI,WISCONSIN,LA CROSSE,WI,LA CROSSE,LA CROSSE MUNI,PU,PU,CITY OF LA CROSSE,2850 AIRPORT ROAD,"LA CROSSE, WI 54603",    608-789-7464,"CLINT TORP, INTERIM MANAGER",2850 AIRPORT ROAD,"LA CROSSE, WI 54603-1264",    608-789-7456,43-52-45.3560N,157965.3560N,091-15-23.8969W,328523.8969W,E,655,S,02E,1985,,CHICAGO,4,NW,1380,ZMP,ZCP,MINNEAPOLIS,,,,,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,LSE,Y,2/1/38,O,I B S 05/1973,NGSY3,NO OBJECTION,N,N,N,Y,F,F,11182010,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,118.45,Y,CG,N,,68,6,9,1,,,,653,,8055,12402,7367,1732,12/31/09,FAA-EST,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL,SALES",Y-L
27346.*A,AIRPORT,MSN,5/31/12,AGL,MSP,WI,WISCONSIN,DANE,WI,MADISON,DANE COUNTY RGNL-TRUAX FIELD,PU,PU,DANE COUNTY,4000 INTERNATIONAL LANE,"MADISON, WI 53704",    608-246-3380,"BRADLEY S. LIVINGSTON, AAE",4000 INTERNATIONAL LANE,"MADISON, WI 53704",    608-246-3380,43-08-23.5649N,155303.5649N,089-20-15.0161W,321615.0161W,E,886,S,00E,1990,,CHICAGO,5,NE,3500,ZAU,ZCG,CHICAGO,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,MSN,Y,9/1/37,O,I C S 05/1973,NGPY,NO OBJECTION,N,N,Y,Y,F,F,6292011,,100LLA,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,Y,122.95,119.3,N,CG,N,,72,10,25,15,,22,,9150,,23022,24651,30422,8960,12/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,HGR,"AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
27388.*A,AIRPORT,MKE,5/31/12,AGL,MSP,WI,WISCONSIN,MILWAUKEE,WI,MILWAUKEE,GENERAL MITCHELL INTL,PU,PU,MILWAUKEE COUNTY,907 N 10TH ST,"MILWAUKEE, WI 53233",    414-747-5300,C.B. BATEMAN,5300 S HOWELL AVE,"MILWAUKEE, WI 53207",    414-747-5300,42-56-49.4862N,154609.4862N,087-53-49.4251W,316429.4251W,E,729,S,02W,1995,,CHICAGO,5,S,2180,ZAU,ZCG,CHICAGO,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,MKE,Y,,O,I C S 05/1973,NGY3,NO OBJECTION,N,Y,Y,Y,F,F,11082011,,100LLA,MAJOR,MAJOR,NONE,HIGH,,,Y,122.95,,N,CG,N,,6,17,13,,,10,,80935,,86551,160,14615,1456,8/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,HGR,"AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
27406.31*A,AIRPORT,CWA,5/31/12,AGL,MSP,WI,WISCONSIN,MARATHON,WI,MOSINEE,CENTRAL WISCONSIN,PU,PU,MARATHON AND PORTAGE CO,200 CWA DR. SUITE 201,"MOSINEE, WI 54455",    715-693-2147,TONY YARON,200 CWA DR. SUITE 201,"MOSINEE, WI 54455",    715-693-2147,44-46-39.4452N,161199.4452N,089-40-00.4009W,322800.4009W,E,1277,S,00E,1985,,GREEN BAY,3,SE,1800,ZMP,ZCP,MINNEAPOLIS,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,CWA,Y,10/1/69,O,I A S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,8242011,,100LLA,MAJOR,MAJOR,NONE,HIGH,SEE RMK,SS-SR,Y,122.95,119.75,N,CG,N,,21,2,2,0,,,,124,,12215,1712,4386,717,12/31/10,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,HGR,"AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL",Y-L
27524.*A,AIRPORT,RHI,5/31/12,AGL,MSP,WI,WISCONSIN,ONEIDA,WI,RHINELANDER,RHINELANDER-ONEIDA COUNTY,PU,PU,RHINELANDER & ONEIDA CO.,3375 AIRPORT ROAD,"RHINELANDER, WI 54501",    715-365-3416,JOE BRAUER,3375 AIRPORT RD,"RHINELANDER, WI 54501",    715-365-3418,45-37-51.2390N,164271.2390N,089-27-59.8615W,322079.8615W,E,1624,S,03W,2010,,GREEN BAY,2,SW,1259,ZMP,ZCP,MINNEAPOLIS,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,RHI,Y,5/1/44,O,I A S 05/1973,NGSY,NO OBJECTION,N,N,N,Y,F,F,8232011,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123,123,Y,CG,N,,21,8,1,2,,,,5840,,1400,12000,10000,0,12/31/10,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL,SALES",Y-L
